id,label,query,paragraphs
H24-4-E,N,"In cases where the principal ratifies the contract concluded by a person without authority of agency, the contract shall be effective toward the future from the time of the rarification, unless other intention is manifested.","Article 116
Ratification is retroactive to the time of the conclusion of the contract unless a particular intention is manifested;provided, however, that this may not prejudice the rights of a third party."
H24-4-O,Y,"A privately appointed agent shall not be responsible vis-a-vis the principal for the appointment and supervision of such sub-agent if it appointed the sub-agent in accordance with the nomination by the principal: provided, however, that, this shall not apply to the cases where the agent knows that the sub-agent is untrustworthy, and fails to notify the principal thereof or to dismiss the sub-agent.","Article 105
A legal representative may appoint a subagent on its own responsibility. In such a case, if there is a compelling reason to do so, the legal representative is only liable to the principal for the appointment and supervision of the subagent."
H24-5-1,Y,"(A) broke into a stranger (B)'s house to steal B's seal and documents relating to registration, and forged the proxy which is manifested that B granted certain authority of agency to A in order to sell B's real property.
In such case, B shall not be liable for the contract concluded by A as a agent of B that B sells his/her real property to (C), even if C knew, or were negligent in not knowing, that A was not granted the authority of agency.","Article 109
(1) A person who indicates to a third party that the person granted certain authority to represent to another person is liable for an act performed between that other person and that third party within the scope of the authority to represent;provided, however, that this does not apply if the third party knew or did not know due to negligence that the other person has not been granted the authority to represent.
(2) If a person who indicates to a third party that the person granted authority to represent to another person is, pursuant to the provisions of the preceding paragraph, liable for acts performed by that other person in relation to the third party within the scope of the authority to represent, and the other person performs in relation to the third party an act beyond the scope of the authority to represent, the person who makes the indication is liable for that act only if the third party has reasonable grounds for believing that the other person has authority to represent in that act."
H24-5-3,Y,"A contract concluded by a person without any authority of agency may not be rescined by the counterparty who knew that the agent had no authority of agency at the time of the conclusion of the contract, even before the principal ratifies it.","Article 115
A counterparty may rescind a contract that a person without the authority to represent has concluded until the principal ratifies it;provided, however, that this does not apply if the counterparty knew at the time of the conclusion of the contract that the agent had no authority to represent."
H24-5-4,Y,"If an unauthorized argent is unable to obtain the ratification of the principal, the counterparty who did not konw and without negligence in not knowing that the agent had no authorigy of agency claim damages against him/her.","Article 117
(1) A person who concludes a contract as an agent of another person is liable to the counterparty for the performance of the contract or compensation for loss or damage, as chosen by the counterparty, unless the person proves the authority to represent or the principal ratifies the contract.
(2) The provisions of the preceding paragraph do not apply in the following cases:
(i) if the counterparty knew that the person who concluded the contract as an agent of the other person had no authority to represent;
(ii) if the counterparty was negligent in not knowing that the person who concluded the contract as an agent of the other person had no authority to represent;provided, however, that this does not apply if the person who concluded a contract as an agent of the other person knew themselves to have no authority to represent; or
(iii) if the legal capacity to act of the person who concluded the contract as an agent of the other person was subject to restrictions."
H24-6-A,Y,"In cases where it is already established conclusively at the time of the performance of the applicable juristic act that a certain condition will not be fulfilled, if such condition is a condition subsequent, such juristic act shall be unconditional; on the other hand, if such condition is a condition precedent, such juristic act shall be void.","Article 131
(1) If a condition has already been fulfilled at the time of a juridical act and that condition is a condition precedent, the juridical act constitutes an unconditional juridical act; if that condition is a condition subsequent, the juridical act is void.
(2) If it has already been established at the time of a juridical act that a condition will not be fulfilled and that condition is a condition precedent, the juridical act is void; if that condition is a condition subsequent, the juridical act constitutes an unconditional act.
(3) In the cases referred to in the provisions of the preceding two paragraphs, the provisions of Article 128
and Article 129
apply mutatis mutandis until the relevant party becomes aware that the condition has been or has not been fulfilled."
H24-6-I,N,"Juristic act which is subject to an unlawful condition shall be void, however jusistic act which is subject to the condition that an unlawful act not be performed shall not be void.","Article 132
A juridical act subject to an unlawful condition is void. The same applies to a juridical act subject to the condition that an unlawful act not be performed."
H24-6-U,N,Conditional rights may not be inherited while it is uncertain whether or not such condition has been fulfilled.,"Article 129
While it is uncertain whether or not a condition will be fulfilled, the rights and obligations of the party concerned may be disposed of, inherited or preserved, or a security may be provided therefor, in accordance with the general provisions."
H24-7-A,N,"In cases where the obligor who has the debt by oneself was dead and there are more than one heirs, the extinctive prescription of the debt shall be nullified until the time when the applicable heir is identified.","Article 147
(1) If any of the following grounds exists, the period of prescription does not expire until the ground ceases to exist (if the ground ceases to exist while the right remains undetermined by a final and binding judgment or anything that has the same effect as a final and binding judgment, until six months have passed from the time of cessation):
(i) demand by litigation;
(ii) demand for payment;
(iii) settlement referred to in Article 275, paragraph (1) of the Code of Civil Procedure or mediation under the Civil Conciliation Act (Act No. 222 of 1951) or the Domestic Relations Case Procedure Act (Act No. 52 of 2011); or
(iv) participation in bankruptcy proceeding, rehabilitation proceeding or reorganization proceeding.
(2) In the case referred to in the preceding paragraph, if a right is determined by a final and binding judgment or anything that has the same effect as a final and binding judgment, a new period of prescription commences to run at the time when the grounds set forth in the items of that paragraph cease to exist;."
H24-7-E,Y,"In cases where (A) and (B) have a joint and several obligation which A bears the portion of all, the extinctive prescription of A's obligation shall not be nullified even if B acknowledge B's obligation to the obligee; therefore, B also shall be relieved of the obligation if the extinctive prescription is completed.","Article 441
Except in cases prescribed in Articles 438, Article 439, paragraph (1), and the preceding Article, any circumstances which have arisen with respect to one of the joint and several obligors is not effective in relation to other joint and several obligors;provided, however, that if the obligee and one of the other joint and several obligors manifest a different intention, their intention prevails with respect to the effect in relation to the remaining other joint and several obligees."
H24-7-O,Y,"In cases where (A) and (B) is a married couple, if A engages in juristic act with (C) in the single name of oneself regarding everyday household matters, the extinctive prescription of C's credit against B shall be nullified upon the judical claim of C's credit against B.","Article 441
Except in cases prescribed in Articles 438, Article 439, paragraph (1), and the preceding Article, any circumstances which have arisen with respect to one of the joint and several obligors is not effective in relation to other joint and several obligors;provided, however, that if the obligee and one of the other joint and several obligors manifest a different intention, their intention prevails with respect to the effect in relation to the remaining other joint and several obligees."
H24-8-3,Y,"If a possessor in good faith is defeated in an action on the title, he/she shall be deemed to be a possessor in bad faith as from the time when such action was brought.
89-2","Article 189
(1) A possessor in good faith acquires fruits derived from the thing under possession.
(2) If a possessor in good faith is defeated in an action on the title that legally supports the possession, that possessor is deemed to be a possessor in bad faith as from the time when the action is filed."
H24-8-5,N,"An obligee (B) against (A) may demand the court against (D) who succeeds to benefits as defendant to rescind the gift from A to (C) by the reason of fraudulent act, if D knew, at the time of the gift, the fact that B is to be prejudiced.","Article 424
(1) An obligee may demand the court to rescind an act which the obligor commits knowing that it will prejudice the obligee; provided, however, that this does not apply if a person that benefits from that act (hereinafter referred to as the ""beneficiary"" in this Subsection) does not know, at the time of the act, that the obligee will be prejudiced.
(2) The provisions of the preceding paragraph do not apply to an act with a subject matter other than property rights.
(3) The obligee may make the demand under the provisions of paragraph (1) (hereinafter referred to as ""demand for rescission of fraudulent act"") only if the obligee's claim has arisen from a cause that existed before the act prescribed in paragraph (1).
(4) The obligee may not make demand for rescission of fraudulent act if the obligee's claim is not enforceable by compulsory execution."
H24-9-1,N,"A claim may be extinguished by extinctive prescription; however, a real right may not.","Article 166
(1) A claim is extinguished by prescription in the following cases:
(i) if the obligee does not exercise the right within five years from the time when the obligee came to know that it was exercisable; or
(ii) if the obligee does not exercise the right within 10 years from the time when it became exercisable.
(2) A claim or property right other than ownership is extinguished by prescription if not exercised within 20 years from the time when the right became exercisable.
(3) The provisions of the preceding two paragraphs do not preclude the commencement of acquisitive prescription for the benefit of a third party that possesses the subject matter of a right with a time of commencement or a right subject to a condition precedent, at the time of commencing the possession;provided, however, that the holder of the right may demand acknowledgment from the possessor at any time to renew the prescription period.
Article 291
The period of the extinctive prescription provided for in Article 166, paragraph (2) commences upon the final exercise of the servitude if the servitude is not exercised continuously, and upon the occurrence of a fact that prevents the exercise of the servitude if the servitude is exercised continuously."
H24-9-4,N,"A claim may be the subject of another claim; howver, a claim may not be subject of a real right.","Article 362
(1) A pledge may have a property right for its subject matter.
(2) Beyond what is provided for in this Section, the provisions of the preceding three Sections (General Provisions, Pledges on Movables and Pledges of Immovables) apply mutatis mutandis to pledges referred to in the preceding paragraph, provided that it is not inconsistent with the nature of the same.
Article 364
The creation of a pledge over a claim (including a pledge over a claim which has not yet arisen) may not be duly asserted against a third party obligor and other third parties unless notice of the creation of the pledge is given to that third party obligor in accordance with the provisions of Article 467, or unless that third party obligors gives consent to the same.
Article 588
If any person has an obligation to pay money or deliver other thing under any arrangement, and the parties agree to regard such thing as the subject matter of a loan for consumption, it is deemed that this establishes a loan for consumption."
H24-10-1,Y,"(A) bought the movable ""a"" from (B) and A aquired possessory right by constructive transfer, however B is forcibly dispossessed the movable ""a"" by (C).
In this case, A may claim for the restoration of the movable ""a"" against C not only based on the ownership but also by bringing an action for recovery of possession.","Article 183
If an agent manifests the intention to thenceforward possess a thing under the agent's own possession on behalf of the principal, the principal thereby acquires the possessory rights.
Article 200
(1) If a possessor is forcibly dispossessed, the possessor may demand the restitution of the thing and compensation for loss or damage by filing an action for recovery of possession.
(2) An action for recovery of possession may not be filed against a specific successor of a person that forcibly takes possession;provided, however, that this does not apply if that successor had knowledge of the fact that the person has unlawfully taken the possession."
H24-10-2,N,"(A) bought the movable ""a"" from (B) and A aquired possessory right by constructive transfer, however B also sold the movalbe ""a"" to (C) and delivered in actual.
In this case, C may assert against A to aquire the ownership the movable ""a"" without unknowlegde and negligence regarding to the trade of the movable ""a"" between A and B.","Article 192
A person that commences the possession of movables peacefully and openly by a transactional act acquires the rights that are exercised with respect to the movables immediately if the person possesses it in good faith and without negligence."
H24-10-3,N,"(A) bought the movable ""a"" which he/she had borrowed and possessed from (B).
In such case, A may not asserted against B to aquire the ownership of the movable ""a"", unless A returns it to B and B delivers again it to A in actual.","Article 182
(1) The transfer of possessory rights is effected by the delivery of the thing possessed.
(2) If a transferee or the agent of a transferee is actually holding the thing under possession, the transfer of possessory rights may be effected by the parties' manifestations of intention alone."
H24-10-4,N,"(A) got the creation of the pledge regarding to the B'movable ""a"" in order to secure the A's credit against B.
In such case, the creation of the pledge shall not take effect by only delivering the movable ""a"" in way of transfers of possession by instructions.","Article 184
If a thing is possessed through an agent, the principal orders that agent to thenceforward possess that thing on behalf of a third party, and that third party consents thereto, the third party acquires the possessory rights.
Article 344
The creation of a pledge becomes effective through delivery of the subject matter of the pledge to the obligee."
H24-10-5,N,"In cases where (A) bought the movable ""a"" which (B) had owned and deposited to the depositary, if A orders the depositary to thenceforward possess it on behalf of A, and such depositary consents thereto, A shall acquire the possessory right.","Article 184
If a thing is possessed through an agent, the principal orders that agent to thenceforward possess that thing on behalf of a third party, and that third party consents thereto, the third party acquires the possessory rights."
H24-11-1,N,"Any claim of a real right based on an ownership is the right derived from the ownership; therefore, only a claim of real right separated from  an ownership may not be assigned, but may be extinguished by an extinctive prescription.","Article 206
An owner has the rights to freely use, profit from and dispose of the thing owned, within the limits of laws and regulations."
H24-11-4,Y,"Although (A), (B) and (C) co-own the land used as a farm in one third of proportion, a third party with the consent of A is going to develop the land to a residential land.
In such case, C, by oneself, may demand the third party not to develop all of the land as exercing the claim of the real right based on co-ownership.","Article 249
Each co-owner may use the entire property in co-ownership in proportion to each co-owner's interest."
H24-12-1,N,"In cases where (A) have created the (B)'s supercify over A's land and registered such fact,
the supercify shall be extinguished if B acquires the ownership of A's land, even if the supecify was the object of the mortgage of a third party.","Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights."
H24-12-2,N,"In cases where (A) have created the superficy for (B) and (C) over A's land and registered such fact,
even if the superficy is in quasi co-ownership by B and C, the supecify shall be extinguished if B acquires the ownership of A's land.","Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights."
H24-12-3,Y,"In cases where (B) has the superficy over (A)'s land, which had already been the subject of the mortgage, and registered such fact,
the supecify shall be extinguished if B acquires the ownership of A's land.","Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights."
H24-12-5,N,"In cases where (B) has the superficy over (A)'s land and registered such fact, and erected a building on A's land to lease to (C),
the supecify shall not be extinguished even if B acquires the ownership of A's land.","Article 179
(1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished;provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished.In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights."
H24-14-A,N,"Rights of Retention is the right hold by a possessor of a Thing belonging to another porson; therefore, in cases a holder a right of retention leases the Thing retained to a third party, a right of retention shall be extinguished even if he/she obtains the consent of an owner.","Article 302
A right of retention is extinguished if the holder of the right of retention loses possession of the thing retained;provided, however, that this does not apply if the thing retained is leased or it is made the subject of a pledge pursuant to the provisions of Article 298, paragraph (2).
Article 298
(1) The holder of a right of retention must possess the thing retained with the due care of a prudent manager.
(2) The holder of the right of retention may not use, lease or provide as a security the thing retained unless that holder obtains the consent of the obligor;provided, however, that this does not apply to uses necessary for the preservation of that thing.
(3) If the holder of a right of retention violates the provisions of the preceding two paragraphs, the obligor may demand that the right of retention be terminated."
H24-14-U,Y,"A mortgage may also be exercised against the claim for damage that the obligor is to receive as a result of the loss of the subject matter of the mortgage; on the other hand, a right of retention may not.","Article 372
The provisions of Article 296, Article 304
and Article 351
apply mutatis mutandis to mortgages.
Article 304
(1) A statutory lien may also be exercised against things including monies that the obligor is to receive as a result of the sale, lease or loss of, or damage to, the subject matter of the statutory lien;provided, however, that the holder of the statutory lien must attach the same before the payment or delivery of the monies or other thing.
(2) The provisions of the preceding paragraph also apply to the consideration for real rights created by the obligor on the subject matter of the statutory lien."
H24-15-1,Y,"If there is a default with respect to a claim secured by a mortgage, the mortgage shall extend to the fruits of the Mortgaged Immovable Properties derived after the default.","Article 371
If there is a default with respect to a claim secured by a mortgage, the mortgage extends to the fruits of the mortgaged immovables derived after the default."
H24-15-3,N,"A primary obligor may not make a claim for the extinction of a mortgage; however, a jointly and severally liable guarantor with respect to the obligation may make that claim.","Article 380
No principal obligor, guarantor or successor of the same may make a claim for the extinguishment of a mortgage."
H24-15-4,N,"In cases where a mortgage with respect to a building is exercised, if there is a person who has been using the building since prior to the commnecement of auction procedures and posterior to the registration of the mortgage, he/she shall not be required to deliver that building to the purchaser thereof until six months have elapsed from the time when the purchaser purchased that building at auction without paying consideration with respect to the use of the building.","Article 395
(1) A person that uses or profits from a building subject to a mortgage by virtue of a lease that cannot be duly asserted against the mortgagee, and that is set forth as follows (in the following paragraph referred to as ""mortgaged building user"") is not required to deliver that building to the purchaser thereof until six months have passed from the time when the purchaser purchased that building at auction:
(i) a person that has been using or profiting from the building since prior to the commencement of auction procedures; or
(ii) a person that is using or profiting from the building by virtue of a lease given after the commencement of auction procedures by the administrator of compulsory administration or execution against earnings from immovable collateral.
(2) The provisions of the preceding paragraph do not apply if the purchaser, specifying a reasonable period of time, issues a notice to the mortgaged building user demanding payment of consideration for a period of one month or more with respect to the use of the building referred to in that paragraph that has been made after the time of purchase by the purchaser, and no payment is made within that reasonable period of time.
Article 703
A person that has benefited (hereinafter in this Chapter referred to as ""beneficiary"") from the property or labor of another person without legal cause and has thereby caused a loss to another person bears the duty to return that benefit, to the extent the benefit exists."
H24-15-5,Y,"If a building is constructed on motgaged land by a third party afer creation of a mortgage, the mortgagee may auction the building together with the land.","Article 389
(1) If a building is constructed on a mortgaged land after the creation of a mortgage, the mortgagee may auction the building together with the land;provided, however, that the right of priority of that mortgagee may be exercised solely against the proceeds of the land.
(2) The provisions of the preceding paragraph do not apply if the owner of that building has rights with respect to the possession of the mortgaged land that may be duly asserted against the mortgagee."
H24-16-1,N,"Even if claims on negotigable instruments or checks are specified as claims that are to be secured by Revolving Mortgage,  any claim on negotigable instruments or checks which issued by a third pary and endorsed by the obligor may not be treated as claims that are to be secured by Revolving Mortgage.","Article 398-2
(1) Mortgages may be created, by an establishing act, in order to secure unspecified claims of a certain scope, up to the limit of a maximum amount.
(2) The scope of the unspecified claims to be secured by the mortgage under the provisions of the preceding paragraph (hereinafter referred to as ""revolving mortgage"") must be prescribed by limiting the scope to claims arising from specific contracts with the obligor for continuous transactions or other claims arising from certain kinds of transactions with the obligor.
(3) Claims that arise continuously with the obligor pursuant to a specific cause, claims under negotiable instruments or checks, or electronically recorded monetary claims (meaning electronically recorded monetary claims prescribed in Article 2, paragraph (1) of the Electronically Recorded Monetary Claims Act (Act No. 102 of 2007); the same applies in paragraph (2) of the following Article) may be treated as claims that are to be secured by a revolving mortgage, notwithstanding the provisions of the preceding paragraph."
H24-16-2,Y,A person who acquires a claim from a revolving mortgagee before the principal is fixed may not exercise the Revolving Mortgage with respect to such claim.,"Article 398-7
(1) A person that acquires a claim from a revolving mortgagee before the principal is crystallized may not exercise the revolving mortgage with respect to that claim. The same applies to a person that made payment for or on behalf of an obligor before the principal was crystallized.
(2) If an obligation is assumed before the principal is crystallized, the revolving mortgagee may not exercise the revolving mortgage with respect to the obligation of the person that assumes the obligation.
(3) If the assumption of obligation releasing an old obligor is effected before the principal is crystallized, the obligee may not transfer the revolving mortgage to the obligation assumed by the new obligor, notwithstanding the provisions of Article 472-4, paragraph (1).
(4) If any novation due to the substitution of the obligee is effected before the principal is crystallized, the obligee before the novation may not transfer the revolving mortgage to the obligations after the novation, notwithstanding the provisions of Article 518, paragraph (1). The same applies to the obligee in the case of novation due to the substitution of the obligor before the principal is crystallized."
H24-16-3,N,"In order to effect the alterations with respect to the scope and the obligor of the claims to be secured by a Revolving Mortgage, it is not required that the approval of third parties including subordinated obligees be obtained.","Article 398-4
(1) The scope of the claims to be secured by a revolving mortgage may be changed if the change is effected before the principal is crystallized. The same applies with respect to change of obligors.
(2) In order to effect the changes referred to in the preceding paragraph, it is not required that the approval of third parties including subordinated mortgagee be obtained.
(3) If the change under paragraph (1) is not registered before the principal is crystallized, it is deemed that the change was not effected."
H24-16-4,Y,"If an inheritance of a revolving mortgagee commences before the principal is fixed, the principal secured by a Revolvoing Mortgage shall be fixed at the time of the commencement of the inheritance, unless there is the agreement between the heirs and the revolving mortgagor to success the Revolving Mortgage.","Article 398-8
(1) If succession involving a revolving mortgagee commences before the principal is crystallized, the revolving mortgage secures the claims that exist at the time of the commencement of succession and otherwise secures claims that were agreed upon by the heirs and the mortgagor of the revolving mortgage and that an heir acquires after the commencement of succession.
(2) If succession involving an obligor commences before the principal is crystallized, the revolving mortgage secures the obligations that exist at the time of the commencement of succession and otherwise secures the claims that were agreed upon by the revolving mortgagee and the mortgagor of the revolving mortgage and that an heir assumes after the commencement of succession.
(3) The provisions of Article 398-4, paragraph (2) apply mutatis mutandis if an agreement as referred to in the preceding two paragraphs is reached.
(4) If the agreements referred to in paragraph (1) and paragraph (2) are not registered within six months of the commencement of succession, the principal secured is deemed to have been crystallized at the time of the commencement of succession."
H24-16-5,Y,"A revolving mortgagee after the principal is fixed may exercise his/her Revolving Mortgage up to the maximum amount with respect to all fixed payments of principal, as well as perioical payments including interest and compensation for damages resulting from failure to perform obligations that have fallen due in the most recent two years.","Article 398-3
(1) A revolving mortgagee may exercise the relevant revolving mortgage up to the maximum amount with respect to all of crystallized principal as well as periodic payments including interest and compensation for loss or damage resulting from failure to perform obligations.
(2) If a claim under a negotiable instrument or check or electronically recorded monetary claim acquired from causes other than the transactions with the obligor is agreed to be treated as a claim to be secured by a revolving mortgage, and any of the following grounds exist, that revolving mortgage may be exercised only with respect to claims acquired before those grounds arose;provided, however, that even with respect to claims acquired after the grounds arose, the exercise of the revolving mortgage is not precluded as far as the claims were acquired without knowledge of those grounds:
(i) the suspension of payments by the obligor;
(ii) a petition to commence bankruptcy proceeding, the commencement of rehabilitation proceeding, the commencement of reorganization proceeding or the commencement for special liquidation with respect to the obligor; or
(iii) a petition for commencement of auction procedure in relation to a mortgaged immovables or attachment for disposition of delinquency."
H24-17-1,Y,"In cases where there is the special provision, between the seller and the buyer, that a statutoriy lien may be exercised with respect to the movables that are the subject matter of the same after the obligors have delivered those movables to third-party acquirers, the statutory lien may not be exercised with respect to the movables that are the subject matter of the same after the buyer have delivered those movables to the re-buyer even if the re-buyer has knowledge that special provision.","Article 333
Statutory liens may not be exercised against the movables that are the subject matter of the same after the obligors have delivered those movables to third party acquirers."
H24-17-2,N,"Even if there is a special provision, between pledgee and pledgor, that the pledge does not secure the interest, the pledge of movables shall secure such interest.","Article 346
A pledges secures the principal, interest, penalties, expenses of enforcing the pledge, expense of preserving the thing pledged and the compensation of loss or damage arising from failure to perform obligations or latent defects in the thing pledged;provided, however, that this does not apply if the act establishing the pledge provides otherwise."
H24-17-3,N,"Pledgees of immovable proparty may use and receive the profits form the immovable property that is the subject matter of a pledge, and a specail provision between pledgee and pledgor may not exclude the right of that.","Article 356
The pledgee of immovables may use and profit from the immovables that are the subject matter of a pledge in line with the way the relevant immovables are used.
Article 359
The provisions of the preceding three Articles do not apply if the acts establishing pledges provide otherwise or execution against earnings from the immovable collateral (referring to the execution against earnings from immovable collateral provided for in Article 180, item (ii) of the Civil Execution Act; the same applies hereinafter) has been commenced."
H24-17-4,N,"The mortgage shall extand to the building on the mortgaged land, in cases where there is a special provision that the mortgage extends to the building on the mortgage land.","Article 370
A mortgage extends to the things that form an integral part of the immovables that are the subject matter of the mortgage (hereinafter referred to as ""mortgaged immovables"") except for buildings on the mortgaged land; provided, however, that this does not apply if the act establishing the mortgage provides otherwise or the rescission of fraudulent act may be demanded as prescribed in Article 424, paragraph (3) with regard to the act of the obligor."
H24-19-1,N,"In cases where the obligee (C) exercises the credit of sale value vested in the obligor (A) against (B), and filing the action regarding to the credit, if the upholding judgement of the action is established, the credit is deemed to extinguish by the performance","Article 423
(1) An obligee may exercise the right of the obligor (hereinafter referred to as the ""subrogor's right"") when it is necessary to do so in order to preserve the obligee's own claim; provided, however, that this does not apply to rights which belong exclusively to and are personal to the obligor or rights which are immune from attachment.
(2) The obligee may not exercise the subrogor's right unless and until the obligee's claim becomes due;provided, however, that this does not apply to an act of preservation.
(3) The obligee may not exercise the subrogor's right if the obligee's claim is not enforceable by compulsory execution."
H24-20-A,Y,No contract for revolving guarantee on loans shall be effective unless it is made in writing.,"Article 465-2
(1) A guarantor to a guarantee contract under which the principal obligation is one or more unidentified obligations within a certain specified scope (hereinafter referred to as a ""contract for revolving guarantee"") and the guarantor is not a corporation (hereinafter referred to as a ""contract for revolving guarantee by an individual"") is liable to perform the obligation in terms of the amounts of the principal of the principal obligation, any interest, penalty and compensation for loss or damage in connection with the principal obligation, and all the other charges secondary to the obligation, as well as the amount of any penalty or compensation for loss or damage which is agreed- upon on with regard to the guarantee obligation, up to a certain maximum amount which pertains to all of these amounts.
(2) A contract for revolving guarantee by an individual does not become effective unless it provides for the maximum amount prescribed in the preceding paragraph.
(3) The provisions of Article 446, paragraphs (2) and (3) apply mutatis mutandis to the provisions concerning a maximum amount prescribed in paragraph (1) in a contract for revolving guarantee by an individual.
Article 446
(1) A guarantor has the responsibility to perform the obligation of the principal obligor when the latter fails to perform that obligation.
(2) No guarantee contract becomes effective unless it is made in writing.
(3) If a guarantee contract is concluded by electronic or magnetic record which records the terms thereof, the guarantee contract is deemed to be made in writing, and the provisions of the preceding paragraph apply."
H24-20-I,N,"If three years have elapsed from the day of the conclusion of the relevant contract for a revolving guarantee on loans, the guarantor may request the fixing of the principal of the relevant principal obligation.","Article 465-3
(1) If a contract for revolving guarantee by an individual under which the scope of the principal obligation includes an obligation to be borne as a result of loans or receiving a discount of a negotiable instrument (hereinafter referred to as a ""loan obligation""; and this contract is hereinafter referred to as a ""contract for revolving guarantee by an individual for loans"") provides for the date on which the principal of the principal obligation should be crystallized (hereinafter referred to as the ""principal crystallization date""), and it also provides that the principal crystallization date is to fall on or after the day on which five years have passed after the day of the conclusion of the contract for the revolving guarantee by an individual for loans, the provisions concerning the principal crystallization date do not become effective.
(2) If a contract for revolving guarantee by an individual for loans does not provide for a principal crystallization date (or if the provisions concerning the principal crystallization date do not become effective pursuant to the provisions of the preceding paragraph), the principal crystallization date is to fall on the day on which three years have passed from the day of the conclusion of the contract for revolving guarantee by an individual for loans.
(3) If a change of the principal crystallization date provided for in a contract for revolving guarantee by an individual for loans is to be effected, and the principal crystallization date as changed falls on a day later than the day on which five years have passed after the day of the change, that change of the principal crystallization date does not become effective;provided, however, that this does not apply if the change of the principal crystallization date is effected within two months immediately preceding the principal crystallization date, and the principal crystallization date as changed falls on a day within five years from the original principal crystallization date.
(4) The provisions of Article 446, paragraphs (2) and (3) apply mutatis mutandis to the provisions concerning a principal crystallization date in a contract for revolving guarantee by an individual for loans and a change thereof (excluding provisions to the effect that the principal crystallization date is to fall on a day within three years from the day of the conclusion of that contract for revolving guarantee by an individual for loans, and any change which is intended to change the principal crystallization date to a day preceding the original principal crystallization date).
Article 2
This Code must be construed so as to honor the dignity of individuals and the essential equality of both sexes."
H24-20-U,Y,No contract for revolving guarantee on loans shall be effective unless the maximum amount is stipulated.,"Article 465-2
(1) A guarantor to a guarantee contract under which the principal obligation is one or more unidentified obligations within a certain specified scope (hereinafter referred to as a ""contract for revolving guarantee"") and the guarantor is not a corporation (hereinafter referred to as a ""contract for revolving guarantee by an individual"") is liable to perform the obligation in terms of the amounts of the principal of the principal obligation, any interest, penalty and compensation for loss or damage in connection with the principal obligation, and all the other charges secondary to the obligation, as well as the amount of any penalty or compensation for loss or damage which is agreed- upon on with regard to the guarantee obligation, up to a certain maximum amount which pertains to all of these amounts.
(2) A contract for revolving guarantee by an individual does not become effective unless it provides for the maximum amount prescribed in the preceding paragraph.
(3) The provisions of Article 446, paragraphs (2) and (3) apply mutatis mutandis to the provisions concerning a maximum amount prescribed in paragraph (1) in a contract for revolving guarantee by an individual."
H24-20-E,Y,"The principal for the principal obligation under a contract for revolving guarantee on loans shall be determined if an obligee has filed a petition for compulsory exection with respect to a claim the subject- matter of which is payment of money on any property of the guarantor, in cases where the proceedings for the compulsory exection have been commenced.","Article 465-4
(1) The principal of the principal obligation under a contract for revolving guarantee by an individual is crystallized in the following cases;provided, however, that in the case set forth in item (i), it is crystallized only if the procedure for compulsory execution or enforcement procedure of a security right is commenced:
(i) if an obligee files a petition for compulsory execution or enforcement of any security right for a claim for payment of money with regard to any property of the guarantor;
(ii) if the guarantor receives an order commencing bankruptcy proceeding; or
(iii) the relevant principal obligor or guarantor has died.
(2) Beyond the case prescribed in the preceding paragraph, the principal of the principal obligation under a contract for revolving guarantee by an individual for loans is crystallized in the following cases;provided, however, that in the case set forth in item (i), it is crystallized only if the procedure for compulsory execution or enforcement procedure of a security right is commenced:
(i) if the obligee files a petition for compulsory execution or enforcement of a security right for a claim for payment of money with regard to property of the principal obligor; or
(ii) if the principal obligor receives an order commencing bankruptcy proceeding."
